Name,id_aluno,Status,Curso
Sean,1553395,Cursando,PUBLIC ADMINISTRATION
Ismael,1553383,Interrompido,MECHANICAL ENGINEERING
Kyber,1559192,Cursando,ACTUARIAL SCIENCE
Penley,1546337,Cursando,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Deian,1562929,Concluído,COMPUTER NETWORKING AND TELECOMMUNICATIONS
Shivika,1552699,Interrompido,GENERAL MEDICAL AND HEALTH SERVICES
Bertram,1563934,Interrompido,OTHER FOREIGN LANGUAGES
Echo,1556208,Concluído,BIOLOGICAL ENGINEERING
Kincaid,1561519,Concluído,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Khylo,1561518,Cursando,GENERAL AGRICULTURE
Jerelle,1565919,Interrompido,APPLIED MATHEMATICS
Ailey,1540423,Cursando,NATURAL RESOURCES MANAGEMENT
Tay,1566785,Concluído,ANTHROPOLOGY AND ARCHEOLOGY
Marquess,1566305,Concluído,SOIL SCIENCE
Rinley,1541573,Concluído,SOCIAL WORK
Avyukth,1556381,Interrompido,ACTUARIAL SCIENCE
Baylor,1553440,Cursando,AGRICULTURE PRODUCTION AND MANAGEMENT
Sione,1555737,Concluído,INTERDISCIPLINARY SOCIAL SCIENCES
Kaziyah,1543700,Interrompido,BUSINESS MANAGEMENT AND ADMINISTRATION
Keean,1560352,Cursando,ACCOUNTING
Khaled,1554619,Cursando,LIBERAL ARTS
Aradia,1546639,Interrompido,GEOSCIENCES
Stellaluna,1548716,Concluído,ASTRONOMY AND ASTROPHYSICS
Kemet,1558889,Interrompido,BIOCHEMICAL SCIENCES
Kyrell,1556410,Interrompido,MATHEMATICS TEACHER EDUCATION
Anthem,1557790,Interrompido,JOURNALISM
Merle,1557597,Cursando,ACTUARIAL SCIENCE
Anayely,1550861,Concluído,MECHANICAL ENGINEERING
Kerim,1557179,Interrompido,INTERNATIONAL RELATIONS
Hollis,1536835,Concluído,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Ayris,1545083,Interrompido,COMPUTER ENGINEERING
Kristlyn,1551959,Concluído,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Brixxon,1563968,Cursando,COMMERCIAL ART AND GRAPHIC DESIGN
Janelle,1536152,Interrompido,ELECTRICAL ENGINEERING
Ark,1562756,Interrompido,FORESTRY
Legna,1552038,Interrompido,GENERAL EDUCATION
Ciana,1538123,Cursando,COURT REPORTING
Evey,1539655,Concluído,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
Ettel,1545218,Concluído,DRAMA AND THEATER ARTS
Dreyah,1544047,Concluído,MISCELLANEOUS ENGINEERING TECHNOLOGIES
Naraya,1552329,Concluído,PRE-LAW AND LEGAL STUDIES
Adoniah,1562702,Cursando,POLITICAL SCIENCE AND GOVERNMENT
Adelisa,1546564,Cursando,SOCIAL PSYCHOLOGY
Fahad,1555550,Concluído,ENGINEERING AND INDUSTRIAL MANAGEMENT
Afnan,1561154,Cursando,COMMUNITY AND PUBLIC HEALTH
Yeferson,1560059,Concluído,INDUSTRIAL PRODUCTION TECHNOLOGIES
Ixia,1544623,Interrompido,HISTORY
Jezabel,1541967,Concluído,INDUSTRIAL AND MANUFACTURING ENGINEERING
Gift,1545985,Concluído,GEOLOGICAL AND GEOPHYSICAL ENGINEERING
Kailo,1551781,Concluído,MASS MEDIA
Ora,1539387,Interrompido,FINE ARTS
Aydeen,1561901,Interrompido,GENETICS
Riko,1552546,Cursando,ZOOLOGY
Xoie,1543052,Interrompido,MULTI/INTERDISCIPLINARY STUDIES
Jakiyah,1540757,Concluído,ANIMAL SCIENCES
Chaya,1536141,Cursando,MILITARY TECHNOLOGIES
Brissa,1540090,Interrompido,AREA ETHNIC AND CIVILIZATION STUDIES
Jalilah,1544125,Cursando,MINING AND MINERAL ENGINEERING
Syanna,1543426,Interrompido,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Kraven,1566163,Cursando,MASS MEDIA
Teague,1557218,Interrompido,ZOOLOGY
Yeicob,1562634,Concluído,INFORMATION SCIENCES
Emrys,1554517,Interrompido,ARCHITECTURAL ENGINEERING
Isaul,1565798,Cursando,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
Shoshana,1536957,Concluído,FILM VIDEO AND PHOTOGRAPHIC ARTS
Koby,1554870,Cursando,MATHEMATICS
Yuan,1550586,Concluído,ENGINEERING TECHNOLOGIES
Aubriana,1538148,Cursando,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Iremide,1558852,Cursando,PHYSIOLOGY
Erian,1548008,Interrompido,INDUSTRIAL AND MANUFACTURING ENGINEERING
Damere,1558379,Cursando,CONSTRUCTION SERVICES
Hoyt,1554892,Interrompido,ELECTRICAL ENGINEERING
Kendarius,1559512,Interrompido,COMPOSITION AND RHETORIC
Bennet,1551031,Cursando,LIBRARY SCIENCE
Maryeli,1550035,Cursando,PHILOSOPHY AND RELIGIOUS STUDIES
Alix,1540293,Interrompido,MECHANICAL ENGINEERING
Abrish,1547616,Cursando,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Levana,1542934,Interrompido,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES"
Kaylon,1549760,Cursando,SECONDARY TEACHER EDUCATION
Antonella,1536043,Cursando,GEOGRAPHY
Erisha,1548011,Concluído,FINE ARTS
Mahalia,1538422,Interrompido,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Despina,1544551,Interrompido,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Gauge,1555064,Cursando,SPECIAL NEEDS EDUCATION
Casson,1563993,Cursando,MISCELLANEOUS ENGINEERING TECHNOLOGIES
Marlen,1566304,Cursando,BIOCHEMICAL SCIENCES
Braxtin,1557512,Interrompido,FINE ARTS
Kamiko,1543688,Concluído,BIOLOGY
Kamellia,1548233,Interrompido,ELECTRICAL ENGINEERING
Andres,1553250,Concluído,OTHER FOREIGN LANGUAGES
Leya,1537902,Interrompido,ENGINEERING TECHNOLOGIES
Brighton,1537325,Cursando,SCIENCE AND COMPUTER TEACHER EDUCATION
Nicolas,1553220,Interrompido,OPERATIONS LOGISTICS AND E-COMMERCE
Evanni,1551402,Cursando,GEOSCIENCES
Kamdyn,1537675,Interrompido,COMMUNITY AND PUBLIC HEALTH
Macklan,1558912,Interrompido,NEUROSCIENCE
Neliah,1552360,Concluído,PUBLIC ADMINISTRATION
Clare,1536322,Concluído,GENERAL ENGINEERING
Laloni,1551998,Concluído,ART AND MUSIC EDUCATION
Korbin,1553891,Concluído,EARLY CHILDHOOD EDUCATION
Osyrus,1566495,Interrompido,ECONOMICS
Ece,1551291,Cursando,OTHER FOREIGN LANGUAGES
Remmi,1539463,Interrompido,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES"
Zailynn,1541391,Cursando,FORESTRY
Kyrill,1564506,Concluído,MULTI-DISCIPLINARY OR GENERAL SCIENCE
Mulki,1552288,Concluído,MINING AND MINERAL ENGINEERING
Raewyn,1547349,Interrompido,COMPOSITION AND RHETORIC
Kaliana,1539831,Concluído,PUBLIC POLICY
Britten,1560672,Concluído,ART HISTORY AND CRITICISM
Braydin,1559380,Interrompido,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Sahory,1546410,Cursando,ANTHROPOLOGY AND ARCHEOLOGY
Mavi,1561574,Cursando,LANGUAGE AND DRAMA EDUCATION
Dian,1561307,Interrompido,ART HISTORY AND CRITICISM
Alazne,1543481,Interrompido,OPERATIONS LOGISTICS AND E-COMMERCE
Raven,1555864,Concluído,HUMAN SERVICES AND COMMUNITY ORGANIZATION
Marian,1566300,Concluído,COMMERCIAL ART AND GRAPHIC DESIGN
Breck,1545844,Interrompido,CRIMINAL JUSTICE AND FIRE PROTECTION
Zariah,1559678,Concluído,MARKETING AND MARKETING RESEARCH
Davonta,1559417,Cursando,EARLY CHILDHOOD EDUCATION
Liliann,1542935,Cursando,LIBRARY SCIENCE
Fergus,1557535,Concluído,JOURNALISM
Desean,1556047,Cursando,CRIMINAL JUSTICE AND FIRE PROTECTION
Carnell,1562860,Concluído,GEOSCIENCES
Luciella,1542938,Concluído,PHYSICAL SCIENCES
Jackie,1537846,Concluído,MOLECULAR BIOLOGY
Branson,1553963,Cursando,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Briggs,1553404,Interrompido,NATURAL RESOURCES MANAGEMENT
Tyrese,1555479,Cursando,UNITED STATES HISTORY
Jordy,1554072,Interrompido,BUSINESS ECONOMICS
Dreko,1562962,Concluído,COMPUTER AND INFORMATION SYSTEMS
Empryss,1544068,Interrompido,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
Bransen,1558798,Cursando,ELECTRICAL ENGINEERING
Sindel,1552724,Interrompido,COMMUNICATION TECHNOLOGIES
Marcela,1537104,Concluído,GEOLOGY AND EARTH SCIENCE
Madalynne,1549967,Concluído,ENVIRONMENTAL ENGINEERING
Zayd,1553835,Concluído,ARCHITECTURE
Sabrin,1547401,Interrompido,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION"
Conlee,1543562,Interrompido,ZOOLOGY
Calea,1547853,Cursando,FORESTRY
Kehlani,1535638,Cursando,COMMUNICATIONS
Reizel,1548606,Concluído,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY
Kaoir,1538190,Cursando,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY
Khalin,1561510,Concluído,GEOSCIENCES
Pavit,1566503,Interrompido,GENERAL AGRICULTURE
Umme,1547515,Cursando,MISCELLANEOUS SOCIAL SCIENCES
Julianna,1535789,Concluído,COMPUTER AND INFORMATION SYSTEMS
Iyad,1561405,Interrompido,COMPUTER AND INFORMATION SYSTEMS
Rama,1550263,Interrompido,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Jerusalem,1562189,Cursando,STATISTICS AND DECISION SCIENCE
Amariel,1548988,Interrompido,NAVAL ARCHITECTURE AND MARINE ENGINEERING
Anahy,1541637,Cursando,MULTI-DISCIPLINARY OR GENERAL SCIENCE
Taft,1558084,Interrompido,FORESTRY
Kalo,1566019,Concluído,ATMOSPHERIC SCIENCES AND METEOROLOGY
Salma,1536410,Concluído,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Alyra,1541413,Concluído,MECHANICAL ENGINEERING
Isatou,1543219,Cursando,PRE-LAW AND LEGAL STUDIES
Jameel,1557061,Concluído,CLINICAL PSYCHOLOGY
Ramsi,1547356,Cursando,COURT REPORTING
Shamiyah,1542653,Interrompido,MISCELLANEOUS AGRICULTURE
Karmel,1551817,Interrompido,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Hektor,1561384,Cursando,SCIENCE AND COMPUTER TEACHER EDUCATION
Ferris,1555944,Interrompido,GENERAL BUSINESS
Santa,1552633,Interrompido,MULTI/INTERDISCIPLINARY STUDIES
Michiko,1552253,Concluído,AEROSPACE ENGINEERING
Carsten,1556150,Interrompido,FINANCE
Lillith,1537301,Cursando,OCEANOGRAPHY
Khya,1549803,Cursando,LANGUAGE AND DRAMA EDUCATION
Rayven,1564773,Interrompido,AGRICULTURE PRODUCTION AND MANAGEMENT
Zyeir,1560565,Cursando,ZOOLOGY
Miari,1544243,Cursando,ZOOLOGY
Ayviana,1544478,Interrompido,NURSING
Xyaire,1557236,Interrompido,FINE ARTS
Kashmeir,1562234,Cursando,METALLURGICAL ENGINEERING
Imron,1557841,Cursando,COMPUTER AND INFORMATION SYSTEMS
Claudia,1536519,Interrompido,CHEMISTRY
Myleen,1548498,Interrompido,PHYSIOLOGY
Savannah,1535556,Cursando,GENERAL MEDICAL AND HEALTH SERVICES
Becklee,1549158,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Gianlucas,1561364,Concluído,INFORMATION SCIENCES
Zalea,1546515,Concluído,CIVIL ENGINEERING
Azaela,1542754,Concluído,JOURNALISM
Texas,1558982,Interrompido,COMMUNICATION DISORDERS SCIENCES AND SERVICES
Kiari,1537478,Interrompido,SECONDARY TEACHER EDUCATION
Vallee,1547517,Concluído,PLANT SCIENCE AND AGRONOMY
Jamari,1542516,Cursando,LIBRARY SCIENCE
Brinson,1562834,Cursando,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Alexanderia,1550793,Cursando,MULTI/INTERDISCIPLINARY STUDIES
Torri,1545666,Concluído,METALLURGICAL ENGINEERING
Sara,1535684,Concluído,COURT REPORTING
Reese,1553733,Interrompido,ARCHITECTURAL ENGINEERING
Lakelyn,1566198,Interrompido,SOCIAL WORK
Mckayla,1537529,Concluído,MISCELLANEOUS AGRICULTURE
Magnus,1553760,Concluído,COMMUNITY AND PUBLIC HEALTH
Ulrik,1564981,Concluído,UNITED STATES HISTORY
Faizan,1557285,Concluído,SCIENCE AND COMPUTER TEACHER EDUCATION
Sing,1564871,Concluído,FAMILY AND CONSUMER SCIENCES
Dallie,1544535,Cursando,LANGUAGE AND DRAMA EDUCATION
Yaqeen,1565023,Interrompido,INTERNATIONAL BUSINESS
Ronix,1566628,Concluído,CHEMISTRY
Shay,1554614,Concluído,GEOLOGICAL AND GEOPHYSICAL ENGINEERING
Marston,1562345,Cursando,MUSIC
Shylah,1539867,Cursando,PLANT SCIENCE AND AGRONOMY
Tyrael,1566852,Cursando,INDUSTRIAL PRODUCTION TECHNOLOGIES
Kaliel,1564391,Concluído,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
Draizy,1547946,Interrompido,SCIENCE AND COMPUTER TEACHER EDUCATION
Lonnie,1541529,Concluído,MOLECULAR BIOLOGY
Iyanu,1549583,Concluído,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Miraj,1561587,Concluído,COMMUNICATION TECHNOLOGIES
Gianluka,1564186,Cursando,BIOMEDICAL ENGINEERING
Ariellie,1549057,Cursando,ENGINEERING TECHNOLOGIES
Ryo,1558502,Concluído,CLINICAL PSYCHOLOGY
Teyanna,1541001,Interrompido,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Aadvika,1542691,Concluído,FOOD SCIENCE
Lys,1549960,Interrompido,GEOLOGICAL AND GEOPHYSICAL ENGINEERING
Jase,1549624,Interrompido,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Zahida,1550596,Concluído,PHARMACOLOGY
Farhaan,1565666,Concluído,ACCOUNTING
Lillyanna,1537811,Concluído,ANTHROPOLOGY AND ARCHEOLOGY
Jaylex,1563160,Concluído,ASTRONOMY AND ASTROPHYSICS
Zadkiel,1557491,Interrompido,FINE ARTS
Artorias,1562763,Interrompido,MISCELLANEOUS ENGINEERING TECHNOLOGIES
Anavi,1543108,Cursando,BIOCHEMICAL SCIENCES
Dhwani,1544042,Interrompido,FILM VIDEO AND PHOTOGRAPHIC ARTS
Jacie,1538271,Cursando,MISCELLANEOUS PSYCHOLOGY
Amaar,1557019,Cursando,METALLURGICAL ENGINEERING
Samrudhi,1552627,Interrompido,INDUSTRIAL PRODUCTION TECHNOLOGIES
Aviraj,1556592,Concluído,BUSINESS MANAGEMENT AND ADMINISTRATION
Mina,1536077,Interrompido,DRAMA AND THEATER ARTS
Avielle,1538967,Interrompido,MECHANICAL ENGINEERING RELATED TECHNOLOGIES
Joud,1557068,Concluído,COURT REPORTING
Mekayla,1546247,Concluído,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
Halsey,1538688,Interrompido,COURT REPORTING
Elanie,1538595,Concluído,COMPUTER ENGINEERING
Reid,1539762,Cursando,MULTI/INTERDISCIPLINARY STUDIES
Rina,1538388,Cursando,GEOGRAPHY
Saidy,1552616,Interrompido,ELEMENTARY EDUCATION
Shehbaaz,1564862,Interrompido,MICROBIOLOGY
Zarrah,1547583,Concluído,PHYSICAL AND HEALTH EDUCATION TEACHING
Tehilla,1539330,Interrompido,COMMUNITY AND PUBLIC HEALTH
Silah,1550411,Concluído,METALLURGICAL ENGINEERING
Kasai,1555853,Concluído,NURSING
Sutton,1553573,Concluído,NUTRITION SCIENCES
Sabella,1538571,Cursando,COSMETOLOGY SERVICES AND CULINARY ARTS
Jazer,1565913,Cursando,ENVIRONMENTAL SCIENCE
Kimiah,1549811,Concluído,COMPUTER ENGINEERING
Emely,1536014,Interrompido,MISCELLANEOUS SOCIAL SCIENCES
Sanisha,1552631,Concluído,CHEMICAL ENGINEERING
Adeleigh,1550704,Concluído,MICROBIOLOGY
Ronan,1553306,Cursando,MULTI/INTERDISCIPLINARY STUDIES
Kemonte,1560356,Interrompido,COMMUNICATIONS
Ayna,1549129,Cursando,MICROBIOLOGY
Raymundo,1555192,Interrompido,NEUROSCIENCE
Dylani,1546789,Cursando,ELECTRICAL ENGINEERING
Sarah,1535580,Cursando,LIBERAL ARTS
Saidi,1547407,Concluído,ART AND MUSIC EDUCATION
Savion,1554760,Interrompido,GENERAL ENGINEERING
Roselani,1546391,Interrompido,AREA ETHNIC AND CIVILIZATION STUDIES
Jakyra,1544123,Cursando,ARCHITECTURE
Yoshio,1565034,Cursando,ENGINEERING TECHNOLOGIES
Antigone,1550901,Interrompido,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY
Muriel,1541773,Interrompido,BUSINESS MANAGEMENT AND ADMINISTRATION
Dasan,1561989,Cursando,COMPUTER PROGRAMMING AND DATA PROCESSING
Westen,1554479,Interrompido,AGRICULTURAL ECONOMICS
Everest,1553935,Cursando,STUDIO ARTS
Noralynn,1544804,Concluído,COMMERCIAL ART AND GRAPHIC DESIGN
Damonte,1558380,Concluído,GEOGRAPHY
Marilee,1544223,Concluído,CRIMINOLOGY
Dacari,1557266,Interrompido,ARCHITECTURAL ENGINEERING
Maan,1561557,Interrompido,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Egan,1556939,Concluído,BIOMEDICAL ENGINEERING
Brittain,1563967,Cursando,MISCELLANEOUS EDUCATION
Jenika,1541965,Concluído,COUNSELING PSYCHOLOGY
Asani,1557652,Interrompido,ARCHITECTURAL ENGINEERING
Khamani,1547056,Interrompido,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Candido,1561940,Interrompido,CIVIL ENGINEERING
Nahum,1555468,Concluído,FINANCE
Maynor,1555962,Concluído,EARLY CHILDHOOD EDUCATION
Luisfernando,1560390,Cursando,PHARMACOLOGY
Kritika,1551960,Concluído,GENERAL EDUCATION
Romel,1555975,Concluído,PHYSIOLOGY
Mansoor,1561567,Interrompido,ACTUARIAL SCIENCE
Jalanii,1549607,Concluído,MILITARY TECHNOLOGIES
Arvik,1561203,Concluído,EDUCATIONAL PSYCHOLOGY
Gianni,1553422,Concluído,MISCELLANEOUS BIOLOGY
Kevaughn,1564443,Interrompido,ENGINEERING AND INDUSTRIAL MANAGEMENT
Shaelyn,1539007,Cursando,GENERAL ENGINEERING
England,1544586,Interrompido,INFORMATION SCIENCES
Yahvi,1552912,Concluído,BUSINESS ECONOMICS
Dustee,1551283,Concluído,SOCIAL WORK
Nadiya,1538305,Interrompido,AREA ETHNIC AND CIVILIZATION STUDIES
Maheer,1564576,Concluído,EARLY CHILDHOOD EDUCATION
Daymon,1558824,Interrompido,LIBRARY SCIENCE
Ezrielle,1549450,Cursando,CRIMINAL JUSTICE AND FIRE PROTECTION
Keilany,1537712,Concluído,BIOCHEMICAL SCIENCES
Filomena,1540108,Concluído,EDUCATIONAL PSYCHOLOGY
Zein,1557633,Concluído,INTERDISCIPLINARY SOCIAL SCIENCES
January,1542859,Cursando,MISCELLANEOUS PSYCHOLOGY
Yared,1557238,Cursando,LANGUAGE AND DRAMA EDUCATION
Dalina,1546753,Concluído,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
Alla,1545753,Interrompido,COSMETOLOGY SERVICES AND CULINARY ARTS
Amaury,1556256,Interrompido,AGRICULTURAL ECONOMICS
Kenzie,1535951,Cursando,EARLY CHILDHOOD EDUCATION
Twyla,1538399,Interrompido,NURSING
Donovan,1553455,Cursando,COMPUTER ENGINEERING
Benni,1542759,Cursando,SOCIOLOGY
Kourosh,1566158,Cursando,MILITARY TECHNOLOGIES
Lulani,1547144,Concluído,BIOCHEMICAL SCIENCES
Norajean,1550174,Concluído,APPLIED MATHEMATICS
Varun,1556652,Interrompido,NUTRITION SCIENCES
Niles,1555262,Interrompido,ANIMAL SCIENCES
Mimi,1541770,Interrompido,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS
Keilanie,1548267,Interrompido,BIOCHEMICAL SCIENCES
Reata,1546367,Cursando,INTERNATIONAL BUSINESS
Avaan,1562780,Concluído,CRIMINAL JUSTICE AND FIRE PROTECTION
Kyera,1551969,Concluído,ANIMAL SCIENCES
Camber,1545110,Concluído,SOCIOLOGY
Khari,1536908,Concluído,UNITED STATES HISTORY
Enza,1545216,Interrompido,AGRICULTURAL ECONOMICS
Marlin,1555071,Cursando,MATHEMATICS
Morton,1563408,Cursando,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
Asriel,1559725,Concluído,BIOLOGY
Paloma,1536374,Concluído,SCIENCE AND COMPUTER TEACHER EDUCATION
Radhya,1550248,Cursando,MULTI/INTERDISCIPLINARY STUDIES
Yasma,1542396,Concluído,MATERIALS SCIENCE
Ahron,1555740,Cursando,GENERAL MEDICAL AND HEALTH SERVICES
Nailah,1536839,Cursando,AEROSPACE ENGINEERING
Kanyla,1540772,Interrompido,ARCHITECTURE
Elina,1536441,Cursando,MISCELLANEOUS FINE ARTS
Zea,1550618,Concluído,DRAMA AND THEATER ARTS
Daeshawn,1560173,Interrompido,ARCHITECTURE
Amicia,1541038,Interrompido,TEACHER EDUCATION: MULTIPLE LEVELS
Kash,1540134,Interrompido,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Abir,1555177,Interrompido,TRANSPORTATION SCIENCES AND TECHNOLOGIES
Kaylem,1560858,Interrompido,SCHOOL STUDENT COUNSELING
Graciana,1551478,Cursando,SCIENCE AND COMPUTER TEACHER EDUCATION
Sayyora,1543829,Cursando,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Vahan,1566860,Concluído,MATHEMATICS
Eastlyn,1549350,Concluído,EDUCATIONAL ADMINISTRATION AND SUPERVISION
Emiri,1545944,Concluído,COMPUTER AND INFORMATION SYSTEMS
Bristal,1547843,Interrompido,TEACHER EDUCATION: MULTIPLE LEVELS
Tian,1559631,Concluído,COMMUNICATIONS
Huey,1555848,Interrompido,ELECTRICAL ENGINEERING TECHNOLOGY
Deivi,1565513,Interrompido,GENERAL BUSINESS
Aracelli,1544450,Concluído,LIBERAL ARTS
Kamarion,1554553,Concluído,MISCELLANEOUS AGRICULTURE
Kyelle,1544699,Interrompido,GEOSCIENCES
Madeeha,1552137,Interrompido,SOIL SCIENCE
Talise,1547489,Concluído,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
Deonna,1541068,Interrompido,PRE-LAW AND LEGAL STUDIES
Aynslee,1545821,Concluído,PRE-LAW AND LEGAL STUDIES
Braeson,1558585,Interrompido,PLANT SCIENCE AND AGRONOMY
Kashtyn,1555031,Cursando,INTERNATIONAL BUSINESS
Jeshia,1548176,Concluído,EDUCATIONAL ADMINISTRATION AND SUPERVISION
Liangelo,1557313,Interrompido,BIOLOGICAL ENGINEERING
Mei,1538136,Interrompido,MISCELLANEOUS EDUCATION
Kalina,1536998,Interrompido,MATHEMATICS AND COMPUTER SCIENCE
Daena,1547899,Cursando,PRE-LAW AND LEGAL STUDIES
Anastasiya,1541221,Concluído,POLITICAL SCIENCE AND GOVERNMENT
Lochlan,1545429,Cursando,MISCELLANEOUS BIOLOGY
Angelice,1550871,Interrompido,AGRICULTURE PRODUCTION AND MANAGEMENT
Purpose,1563502,Interrompido,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION"
Saire,1561028,Cursando,INDUSTRIAL AND MANUFACTURING ENGINEERING
Anden,1560106,Interrompido,ELECTRICAL ENGINEERING TECHNOLOGY
Jhalani,1551709,Concluído,MISCELLANEOUS FINE ARTS
Avari,1540185,Concluído,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION
Karlie,1536794,Interrompido,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
Eivin,1557279,Cursando,STUDIO ARTS
Precious,1537735,Concluído,SOCIOLOGY
Emarie,1537722,Interrompido,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
Yessi,1547562,Concluído,PHILOSOPHY AND RELIGIOUS STUDIES
Justice,1553670,Cursando,EARLY CHILDHOOD EDUCATION
Becklyn,1545837,Interrompido,NUTRITION SCIENCES
Durrell,1562027,Cursando,ZOOLOGY
Haeven,1544607,Cursando,MOLECULAR BIOLOGY
Caydan,1561947,Concluído,MULTI/INTERDISCIPLINARY STUDIES
Kynley,1543724,Cursando,SCIENCE AND COMPUTER TEACHER EDUCATION
Deante,1558599,Cursando,INTERNATIONAL BUSINESS
Lazaro,1554658,Interrompido,BIOCHEMICAL SCIENCES
Allyn,1545023,Interrompido,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
Meredy,1552245,Concluído,SCIENCE AND COMPUTER TEACHER EDUCATION
Brylei,1544001,Interrompido,AGRICULTURE PRODUCTION AND MANAGEMENT
Sadora,1552608,Interrompido,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Majour,1557588,Interrompido,BIOLOGY
Aesir,1560579,Concluído,BIOLOGICAL ENGINEERING
Khan,1558019,Cursando,INTERNATIONAL RELATIONS
Oseias,1558943,Interrompido,CRIMINOLOGY
Kynlee,1536409,Concluído,ZOOLOGY
Pedro,1553464,Concluído,NUTRITION SCIENCES
Avin,1556670,Interrompido,MEDICAL ASSISTING SERVICES
Tyrik,1561757,Concluído,MUSIC
Lafayette,1559196,Interrompido,PLANT SCIENCE AND AGRONOMY
Avelynn,1541649,Concluído,NEUROSCIENCE
Xianna,1540847,Concluído,SOCIAL PSYCHOLOGY
Emmy,1536027,Cursando,BUSINESS MANAGEMENT AND ADMINISTRATION
Kaniah,1549728,Cursando,EDUCATIONAL ADMINISTRATION AND SUPERVISION
Tarell,1564913,Interrompido,INDUSTRIAL AND MANUFACTURING ENGINEERING
Kairav,1555899,Interrompido,NURSING
Joah,1555443,Concluído,COURT REPORTING
Havier,1563072,Cursando,ELECTRICAL ENGINEERING
Xylus,1560056,Interrompido,NUCLEAR ENGINEERING
Madelynn,1535978,Concluído,MOLECULAR BIOLOGY
Azyiah,1545087,Concluído,POLITICAL SCIENCE AND GOVERNMENT
Hosna,1545268,Concluído,EDUCATIONAL ADMINISTRATION AND SUPERVISION
Emmrie,1549411,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Kamaia,1548231,Cursando,BUSINESS ECONOMICS
Caralynn,1544009,Cursando,GENERAL BUSINESS
Cashmere,1543551,Cursando,BIOLOGY
Lorelai,1536010,Concluído,HUMANITIES
Maximillan,1566325,Concluído,BIOMEDICAL ENGINEERING
Demar,1558826,Concluído,STATISTICS AND DECISION SCIENCE
Azekiel,1555994,Concluído,PHYSIOLOGY
Dylann,1540335,Cursando,MISCELLANEOUS PSYCHOLOGY
Ariba,1550919,Cursando,MARKETING AND MARKETING RESEARCH
Camdon,1559389,Concluído,GENERAL MEDICAL AND HEALTH SERVICES
Januel,1559483,Cursando,MECHANICAL ENGINEERING RELATED TECHNOLOGIES
Arirose,1550923,Cursando,ATMOSPHERIC SCIENCES AND METEOROLOGY
Mikhail,1554435,Cursando,MOLECULAR BIOLOGY
Holt,1555011,Interrompido,ENGINEERING MECHANICS PHYSICS AND SCIENCE
Findley,1557978,Cursando,FOOD SCIENCE
Tayra,1550477,Concluído,INTERNATIONAL BUSINESS
